Lat,Long,et0hs,zonas
-6.25,-51.25,2.31,zona-um
-6.25,-48.75,2.47,zona-dois
-6.25,-46.25,2.49,zona-tres
-8.75,-51.25,2.80,zona-quatro
-8.75,-48.75,2.98,zona-cinco
-8.75,-46.25,3.01,zona-seis
-11.25,-51.25,3.23,zona-sete
-11.25,-48.75,3.41,zona-oito
-11.25,-46.25,3.35,zona-nove
-13.75,-51.25,3.36,zona-dez
-13.75,-48.75,3.49,zona-onze
-13.75,-46.25,3.32,zona-doze
