Lat,Long,et0hs,zonas
-6.25,-51.25,2.12,zona-um
-6.25,-48.75,2.10,zona-dois
-6.25,-46.25,2.36,zona-tres
-8.75,-51.25,2.43,zona-quatro
-8.75,-48.75,2.57,zona-cinco
-8.75,-46.25,2.48,zona-seis
-11.25,-51.25,2.64,zona-sete
-11.25,-48.75,2.92,zona-oito
-11.25,-46.25,3.02,zona-nove
-13.75,-51.25,2.79,zona-dez
-13.75,-48.75,2.80,zona-onze
-13.75,-46.25,2.90,zona-doze
